B2_Blue,B3_Green,B4_Red,B8_NIR,B11_SWIR1,B12_SWIR2,NDWI,MNDWI,NDVI,EVI,NIR_Red_Ratio,SWIR_NIR_Ratio,Water_Surface_Probability
0.12244071418357333,0.24750372088487327,0.07159357988076459,0.11220238107231335,0.05840619634970409,0.035783305626908395,0.3761441328806369,0.6181477418078136,0.22094501413943454,0.1628368244731043,1.5672128877921774,0.5205432878653595,0.6532668826939696
0.021633954071049816,0.21878428694659324,0.2220015957297471,0.38032970508336517,0.2702555245355767,0.27579160761015514,-0.2696405363350184,-0.10524958578113651,0.2628588438619815,0.15521848556311663,1.713184555422556,0.7105822157023963,0.41188284079504645
0.2587849074808334,0.16616693731795362,0.2576802614779514,0.38026303866659655,0.28417851891822915,0.1949731845326177,-0.3918088515603257,-0.26204679089375466,0.19215309128706232,0.310979265197878,1.4757165973270858,0.747320906903572,0.5244532962105461
0.1164188316030974,0.24741755111604238,0.1800109843600395,0.08543761845035151,0.035100424650298896,0.03164489750158367,0.48663787579655154,0.7515172296199022,-0.35627750497990535,-0.18294669926929302,0.474624472245915,0.41083102838003316,1.0
0.18030049756728198,0.1958403889233175,0.03656830244379984,0.0666007085955618,0.03587048998468407,0.01357581536287742,0.4924521408788063,0.6903857932460213,0.2910990989368292,-1.1334145353730951,1.8212688078129138,0.5385902153460619,1.0
0.2443092950605265,0.20162042683694298,0.07880110900892257,0.05307021844174838,0.061258213205701705,0.04582567331380513,0.5832574189469967,0.5339430149534836,-0.19512119172986503,0.20991590575800165,0.6734704512310753,1.1542860573099105,0.9691508838902281
0.10719580870455664,0.2614870349204128,0.18161295919279544,0.06437094346306713,0.04259955068325512,0.07885154357661264,0.6049141176017893,0.719819599416481,-0.47662474846475106,-0.21710195720023032,0.35444025442442456,0.6617822947972868,0.996389909800768
0.18416644964055345,0.22644353939295728,0.10314572768918231,0.08190150177913155,0.08052431917592558,0.0462326859761485,0.4687671871238433,0.47535667381374314,-0.11480434465887784,-0.16621594543443835,0.7940367828508812,0.9831848919337264,0.8807185598030266
0.1041248589492868,0.2626379449801161,0.13600000022454264,0.1038759143702368,0.0620783408296675,0.03700829369365248,0.4331678777203284,0.6176456584254444,-0.13391959717411736,-0.07051315412053412,0.7637934867553855,0.597620162537452,0.82489783680041
0.140855177944758,0.1299822510842451,0.06842077651161249,0.06976721203575176,0.012881334256231267,0.01,0.30145282048803285,0.8196694528485741,0.009743506206965107,0.007941172979816318,1.0196787524606727,0.18463306588244158,0.8124365707151262
0.19345780321946365,0.1975449824430845,0.20445185336398336,0.1276744190490937,0.05516405469402274,0.04197052049810776,0.21484131350531135,0.5634184252453663,-0.23116940962562235,-0.21245576143713285,0.6244718105919843,0.4320681864454837,0.5988062027286541
